"","GSM333436","GSM333437","GSM333438","GSM333439","GSM333440","GSM333441","GSM333442","GSM333443","GSM333444","GSM333445","GSM333446","GSM333447","GSM333448","GSM333449","GSM333450","GSM333451","GSM333452","GSM333453","GSM333454","GSM333455","GSM333456"
"TMCO3",6.3839746,7.1850395,6.4490976,6.5604463,6.606369,6.0590897,6.8902674,6.1992764,6.790141,7.444148,7.113466,6.7469277,7.436902,7.2492805,6.7824864,6.653795,6.1120825,6.558388,6.927887,5.9855285,5.253022
"SELENOM",7.9302506,7.7642393,7.550747,7.6771984,7.169681,6.9262533,7.4283333,7.9624133,7.647595,8.031591,8.619419,6.5012217,7.6689925,7.652909,7.6251583,6.5515203,7.6340404,6.595442,7.0628047,7.247603,7.0137944
"MAP2K7",8.451233,7.363112,8.100981,8.396268,8.099743,7.714004,8.40716,8.1196575,7.408431,7.957706,8.650735,8.113634,7.843804,7.2526145,7.4144106,7.679357,8.1138115,7.8382263,8.158094,7.5332556,7.597342
"ARRDC2",9.868077,9.744643,8.623016,11.012813,8.2123995,10.526183,9.623407,8.493602,9.354861,9.035811,9.118448,10.233232,9.689453,8.162628,8.717229,9.3584385,8.476514,8.674891,7.9426174,8.49334,7.9670606
"ARHGAP31",6.0299826,5.677023,5.7776666,5.4630623,5.544354,5.654502,6.3506374,6.3495708,4.7095695,5.7105336,6.3178563,5.9642034,5.5944424,6.064817,5.5082645,6.169327,5.7465825,6.89074,6.0380144,6.0161815,5.8341618
"B3GNT9",6.2903705,5.386524,5.7440186,5.2638354,6.6760254,5.6154823,6.229235,5.8768125,4.644143,5.321919,6.014621,6.1741476,5.879048,6.2248197,6.2347946,6.233288,6.4353642,6.538912,6.4751806,6.131537,5.8037457
"TOMM40L",7.720098,6.8709593,6.029909,7.0287952,8.421209,6.745837,7.4940615,7.0265427,6.5854588,6.7034683,6.749334,6.628477,6.457488,6.7374067,6.9193583,7.102798,6.3035245,6.8038874,7.0475407,6.2829866,5.982754
"RFT1",6.6897955,5.373516,5.543213,6.218733,6.1268883,5.6083546,5.476996,5.7075496,4.8379245,4.4241166,6.701992,6.2270784,5.446572,5.9055243,5.9535165,5.1347437,4.8592906,5.2705817,5.61819,2.3209891,5.7776194
"MINDY1",6.7964654,7.448238,7.3320255,7.975339,7.9537926,8.081639,7.5906343,8.218867,7.264389,7.855871,7.9710975,7.777733,7.643654,7.002246,7.954858,8.3724985,7.910957,7.5868273,7.115522,7.068687,6.885854
"PRICKLE1",5.8028393,6.5499234,6.2613316,5.560269,5.4688597,5.852732,7.0372906,6.2257257,5.332474,5.2853155,6.2718053,6.1851945,5.8614144,6.8395686,7.501937,6.664177,7.4504094,7.2897534,6.6781845,6.3833733,6.5720253
"ADAMTSL4",6.942177,4.796073,6.2099266,6.042443,2.9071214,6.645141,6.6133246,5.5195804,5.538215,6.401323,6.5308065,7.7332926,5.185051,8.00366,7.932275,7.2824492,7.9293394,7.558771,7.738667,7.106704,7.9726834
"FUK",6.6945105,6.3125353,6.201086,5.460477,7.207718,6.717242,5.749055,6.1431403,5.9520063,6.4751053,6.9276676,6.0758414,6.362007,6.042843,6.041397,5.6545267,5.4405518,5.567201,4.7731376,4.746816,6.2429137
"TMEM218",6.8996882,6.5364285,5.935904,6.755365,6.883231,6.751743,6.542533,6.7790065,6.496354,6.114789,6.746334,6.9799743,7.3197427,6.714524,5.913056,6.8175373,6.5725355,6.913095,5.765561,6.4922047,4.7102356
"PPM1M",1.6188039,1.1046065,1.9518712,2.0930607,5.6490564,3.1923575,2.3869665,1.2002003,3.889704,2.6857626,2.6568563,1.2001935,4.1762223,3.1191816,2.240877,2.4519074,3.7262464,2.2813141,2.3451333,1.2382352,3.900859
"SPSB1",6.8460784,6.279655,4.7802672,8.128561,6.180959,7.037791,7.055374,5.8880134,5.889628,6.819152,6.418335,6.8189764,4.7289944,6.0001802,6.9238915,6.4230533,6.5382857,6.1850877,5.5093603,5.99198,5.7068195
"RNF145",8.469979,7.662166,7.279149,8.193048,7.765869,7.643323,7.3967156,7.7586107,7.1605244,7.5772314,8.510751,7.6631002,7.964989,7.3758163,7.5174656,7.284083,7.798019,6.5227876,7.070949,7.183865,7.3345103
"RPUSD1",6.802217,6.110738,6.6387854,6.108603,7.51456,5.942653,6.678761,6.799194,5.2790904,6.538716,7.1207323,6.229993,6.297141,6.6511827,6.4489107,6.4140406,6.533736,6.788915,7.0103536,6.363707,6.7383943
"FLYWCH2",6.7133064,6.3715878,5.836101,5.901636,4.080057,5.2575583,6.095783,5.067174,4.766502,5.5193934,5.5265837,5.589076,5.7583113,6.0975394,5.526469,6.052305,4.7949204,5.3702235,5.8441305,4.8500915,6.0438833
"SSH2",10.248782,9.772547,10.103056,10.658911,10.589557,9.821838,9.575547,10.346904,9.453474,9.798136,10.309791,10.142732,10.11185,8.773892,9.384588,8.652559,9.233478,9.196056,9.256105,8.488046,8.9724655
"MAP1B",7.9348373,7.647809,7.5956388,8.256116,7.8489485,8.969531,8.260406,7.2827263,7.3762703,7.3921843,6.927821,7.9277444,7.154218,8.0224495,8.290739,8.14934,7.871275,7.8570523,7.4089546,7.985467,7.016559
"CBX5",7.705882,7.4282184,6.92145,7.0509424,6.9664116,8.812426,7.9002953,7.616371,6.851496,8.213184,7.9661794,8.076686,7.9693804,8.089364,8.30106,7.64842,7.0784035,8.401468,7.754204,7.673668,6.6366167
"SYT13",3.567909,4.135579,4.635027,3.660121,3.115594,1.1494899,4.430421,-0.1010457,3.000441,0.85452557,1.8648187,1.8275915,4.4452868,1.9224846,5.221313,4.1102057,4.391244,4.3164873,4.9070415,4.1550827,3.0300403
"LZIC",6.275189,6.4167166,5.5298767,7.5329075,6.842685,6.7680883,6.4599805,7.287201,6.318705,6.0520215,6.510241,6.3338313,7.6200814,6.735297,6.3202677,6.215484,6.3618584,6.5129232,5.814345,6.521152,5.586752
"MRFAP1",11.828797,11.87693,11.174808,12.260146,12.034907,11.893824,11.592423,11.962743,11.734013,11.423736,11.953485,11.750183,12.517467,11.184141,11.371512,11.406281,11.658597,11.432458,11.28067,11.187204,11.068581
"MPP5",8.934547,8.397778,8.699732,9.3744335,9.404269,8.466604,8.554441,8.903618,8.456129,8.133541,8.920035,8.357199,8.910935,8.417996,8.562138,8.792971,8.6755905,8.666808,8.599844,8.303631,8.528801
"DCP1B",7.5385976,7.4205112,7.1133337,7.652871,7.8154235,7.120677,7.5633554,7.4447794,7.3585033,7.1261377,7.6428924,7.046927,8.169443,6.509309,6.8694825,6.6924934,7.1174674,6.694244,6.306809,6.9031386,6.84755
"FNDC5",10.834029,7.850834,10.105572,8.721907,10.441334,8.932225,10.047091,9.201195,7.7251716,8.72725,9.050858,9.605514,9.159524,11.274207,9.558907,11.068139,10.6831875,10.87825,10.179037,10.93033,11.409421
"PRKCE",7.1382294,5.834049,6.233916,6.8925314,7.4870605,7.0809627,6.7860465,7.3286796,7.0210643,6.155947,6.643239,6.4568095,7.113307,6.3627334,5.703587,6.1812634,5.8211174,6.1690445,6.3238955,5.384165,5.589766
"ZKSCAN8",7.0932527,6.250882,6.469908,6.833212,6.22479,6.726661,6.9495525,6.770297,6.2189107,6.520056,7.3976502,6.459993,6.518673,6.5002785,7.327865,7.0514097,6.902052,7.1361623,7.1782365,6.805394,6.824098
"RNF170",7.7201147,7.2381244,7.3285813,8.094436,7.8233943,6.7857356,8.08521,7.8164725,6.5713916,6.90317,7.4023323,6.6881237,7.597425,7.3377953,7.5412555,7.461909,7.260804,7.6323333,7.5646753,7.1440706,7.116185
"C1GALT1",6.6246443,5.7140803,5.7896166,6.0625577,4.9125586,6.35673,7.2119217,5.571861,4.4071274,5.1111693,6.3437247,6.1160717,6.3713527,3.440833,6.50657,6.449625,5.6036205,6.4220304,6.23032,5.2710443,5.220777
"RNF141",8.33278,8.295816,8.595907,9.084452,8.672542,8.971573,8.806947,7.115848,8.295582,7.667896,9.3230295,7.8002324,7.7453575,8.7657175,9.058655,9.1268835,8.8195915,9.111127,9.094139,8.343511,8.307253
"ZC3H18",7.659775,6.7069345,6.412264,8.134383,7.016855,6.9314504,6.56735,6.8349833,6.425941,6.4766164,7.2440553,6.653983,6.9713993,6.4923553,6.9070034,5.8293815,6.483144,6.176677,5.655968,6.076604,6.026326
"C21orf91",6.800956,6.129401,6.626259,7.3896537,7.5722456,7.4197936,7.0700717,7.492831,6.2374053,6.032653,6.97647,7.182338,6.9634395,6.434433,7.2472014,6.26608,7.0240154,6.6064377,6.6617293,6.475988,5.2897635
"PTAR1",8.806996,7.9308195,7.9412866,8.107155,8.094965,8.585641,7.98563,8.258528,7.8809247,7.4855237,8.432038,8.309164,7.9835453,8.016483,7.985854,8.118038,7.7172475,7.721807,7.9884305,7.5207243,8.018392
"ZNF385A",7.2740855,5.928143,6.351507,5.7888603,6.493757,5.3743205,6.6667967,6.368927,5.108794,6.341647,6.62599,6.064191,6.0299726,6.6091647,6.5047445,5.0361614,6.141216,7.022685,6.828076,6.525933,7.240884
"SGCB",9.619996,9.818079,10.147349,10.163893,9.262716,9.928415,10.455518,10.100744,10.157683,10.236963,10.637035,10.270336,10.304159,10.554378,10.912022,11.197021,10.614585,10.829924,11.087635,10.379261,10.213667
"ZNF436",6.981607,5.9040947,6.1739726,6.797827,6.669655,5.519857,6.1198587,6.529293,5.330453,5.914764,6.1768217,6.0589366,6.1602073,6.6053376,6.4932103,6.5334983,7.511378,6.159738,6.613393,6.5263605,5.4614387
"AHCTF1",7.6180625,7.035074,7.2277393,7.623378,7.7601824,7.8277564,7.063995,6.8267245,6.992626,6.691562,7.93126,6.522463,7.442103,7.0137973,7.83643,7.6963363,7.479758,7.112972,7.4763374,6.835736,6.7764664
"TIFA",5.3286586,5.591648,5.120159,5.133911,6.2213244,5.312517,6.1579194,5.827834,4.445565,5.13517,6.136292,5.163664,5.5230513,5.0199757,4.6196856,5.5696406,5.997301,5.8261714,4.96419,5.1442714,4.084938
"TTC8",4.407654,4.5514283,4.813753,4.5743003,0.7408033,4.9498725,4.7461534,4.7541966,4.244437,4.398985,4.6232157,3.2851682,4.9730377,4.415637,5.0990486,4.796136,5.855513,4.606055,4.853329,4.7592955,4.602906
"DHRS13",1.8332896,4.4542236,1.4198732,5.04756,5.871548,1.564365,4.9700565,5.2671595,5.567301,3.1164062,4.4608855,4.503877,4.982144,3.4346194,4.4462485,4.4228497,1.802496,3.03836,5.0272274,4.4209256,2.544614
"PLEKHG1",4.213263,5.8147697,3.922454,3.874223,5.0476737,3.9335535,4.772928,2.5809953,2.9066792,4.347461,4.913806,4.9053164,5.1304226,5.160815,4.3498483,4.6774025,4.087417,5.0610147,5.483855,5.1687684,4.7812085
"CHD7",7.9988575,7.3595247,7.270526,8.15394,9.334309,7.9665914,7.7312474,8.017921,7.5469847,7.5992956,8.106004,8.334296,7.432186,6.7621503,7.04759,7.1698856,7.1530294,7.1956363,7.3882465,6.78231,6.7542276
"SLC9A3-AS1",2.1067388,0.13593516,2.256192,4.685096,5.4318404,4.656154,4.678468,4.6537175,1.8552207,4.07943,0.979408,0.33022335,5.454432,1.2540344,1.1506859,1.4449444,2.5951867,0.44525865,0.82456946,1.8754321,2.0371351
"TBCK",6.152245,6.5093355,6.2281647,6.629136,5.2531567,5.738925,6.6449804,5.424954,5.924213,5.7712164,6.6924086,6.210896,6.2505927,5.566146,5.684637,6.440592,6.584864,6.4427247,5.7719297,5.9854584,5.518905
"ALKBH3",7.584675,7.840647,7.0936303,8.282343,8.51924,7.59097,8.378861,7.924461,6.6888003,7.264045,7.934672,6.458192,8.462761,7.515117,7.8471622,7.787272,7.768258,7.6339464,7.9604225,7.030532,7.0986443
"BROX",8.835731,8.596973,8.7341,9.474406,8.817717,8.420648,8.62514,8.881211,8.465987,8.412402,9.073849,8.552509,9.122281,8.3754225,8.60893,8.523791,8.505568,8.494457,8.3746605,8.223589,8.248001
"RPS16",13.35427,13.355911,13.139923,13.34142,12.724476,13.222117,13.365651,13.235601,13.129002,13.149751,13.449106,13.224123,13.490761,13.169174,13.482025,13.3215885,13.397968,13.153589,13.405431,12.895028,12.94236
"MANEAL",5.8258195,4.863158,4.933395,5.166955,5.811357,3.8751402,5.619302,6.0982165,5.1899576,6.1662865,5.704766,5.738178,5.9210634,4.795822,5.5675006,4.9710975,5.340577,5.1117063,5.870421,5.075022,5.2762675
"UHRF1BP1",9.004712,8.091267,8.936603,9.183389,9.210818,8.335693,9.358806,8.55827,8.343578,8.190962,9.503293,8.523266,8.8349695,7.9232635,8.929326,8.632253,8.210795,8.792074,8.560241,7.973379,8.33802
"ZFHX3",8.919359,7.543166,7.845269,9.809925,7.87612,9.683,8.766956,7.689245,8.704876,8.880606,8.37585,7.6784716,7.685418,7.6660056,8.371009,7.90014,7.9102864,8.107148,7.774896,7.8503003,7.3005667
"CCDC149",4.4782915,4.891474,4.0902505,5.2190413,5.527592,4.2288737,6.3041306,4.7120667,4.5275936,5.429429,5.2930765,5.3476624,5.7866726,3.571386,5.1015477,5.093487,5.3564935,5.1679974,5.5833764,4.6691566,5.262557
"OTUD1",6.0235653,7.7189336,7.6356583,8.145265,7.836604,6.5017133,6.6399274,7.609888,7.1650286,5.939587,7.148012,6.458159,9.0298,9.941521,9.502858,9.089347,8.354609,9.633496,10.692576,10.4921,9.573641
"RAI1",6.9363666,7.3151116,6.3611484,7.280392,6.306455,7.078583,6.5447187,7.882287,6.6435475,7.3807206,8.378678,7.9729576,7.367962,7.355998,7.2520914,7.5833507,7.702508,7.133804,7.807915,7.2987003,7.8096566
"FRAS1",4.045787,4.096668,5.1169095,2.5262413,2.4916134,3.2732475,5.2119226,4.1219125,3.098344,5.109672,4.831583,4.6896696,0.67355394,6.8219266,6.8006496,7.3540716,6.949683,7.347492,6.758423,7.1625447,6.142359
"HEIH",6.9960284,6.761077,6.8938212,6.7966022,7.3291616,6.1360254,7.401377,7.5090356,6.538395,6.893063,7.082285,7.038122,7.4013114,6.8897796,7.071086,6.7477226,7.0896726,7.6122417,7.3424616,6.8921742,7.065643
"TTC7B",8.348575,7.259443,8.340675,8.423401,9.820975,7.9774117,8.448418,8.503988,7.548111,8.2281885,8.399451,7.624341,9.504641,7.604863,8.459591,8.308249,8.224239,8.272199,8.197526,7.775965,7.274596
"CNOT6L",8.185028,8.4780655,8.097995,8.316758,9.154249,7.8172717,8.04243,8.013807,7.0814986,7.4950237,8.292081,8.436955,8.208633,7.850741,8.174873,7.8463836,8.044021,7.9356127,7.3966737,7.728285,7.825437
"DNM1L",9.899398,9.548106,9.625773,9.722546,10.316394,9.625857,10.239326,9.716477,9.081693,9.482287,10.228023,9.325665,9.465355,9.338643,9.532743,9.775482,9.314743,9.874003,9.804807,9.235609,8.985863
"FAM160B1",9.073935,8.907384,8.839553,9.378621,10.052644,8.872439,9.209472,9.2453375,8.313191,8.557529,9.519711,9.0765705,9.042253,8.203821,8.605461,8.327366,8.05559,8.297225,8.032939,7.6613884,7.9132133
"TFDP2",7.056799,7.0347967,7.3999743,7.6525126,7.501831,6.62875,7.215551,7.1636643,6.836368,6.793454,7.379763,6.7217755,6.796562,7.487785,7.0339684,7.906447,7.539489,7.4400024,7.567976,7.054353,7.54029
"KLHL24",8.301803,8.925483,8.770432,9.084907,7.506925,8.792537,8.501933,9.313294,7.7138495,8.797312,9.228068,9.170153,9.358178,8.730892,9.29407,9.8252325,9.423388,9.418106,9.292189,8.580121,8.876937
"C5orf51",7.099519,6.8360395,6.972922,7.2540536,7.478847,6.368848,6.805648,7.063531,6.116538,5.8855467,7.188146,6.5859017,6.5514603,7.0956645,7.355635,7.3317447,6.9454865,7.2088895,7.067764,6.6360464,7.078253
"H6PD",8.3368435,8.041751,7.5944743,8.035315,7.744063,7.969764,8.175124,8.37369,7.5878434,7.819225,9.279997,8.348743,6.920676,7.884821,8.253035,8.235506,8.094313,7.2679763,8.383686,7.738357,7.653899
"SLC30A6",8.066148,6.5953765,7.5805717,8.465054,8.698339,7.5869555,7.9389467,7.547381,7.196643,7.0646935,8.043359,7.579951,7.2622123,6.573917,7.088229,7.315238,7.284547,7.3395734,7.3571873,6.7544203,7.004244
"ZBTB9",6.2494183,5.437907,5.5494757,5.4626293,5.454796,5.1853952,5.631228,6.2944446,4.9326315,5.807288,5.7100596,6.5384865,5.8697963,5.45268,5.61371,5.745044,6.0306253,5.940835,6.067995,5.561918,5.692927
"C8orf59",9.554237,9.527964,8.490518,10.03065,10.213751,9.190913,9.75549,9.65276,8.912798,8.908163,9.924085,8.90304,9.641768,8.913019,9.245118,9.639984,9.562233,9.416651,9.30722,9.212679,8.476352
"STK36",4.849895,5.705112,4.2270985,5.7526455,5.065894,4.1599708,4.9970436,5.198302,4.871422,5.337296,5.5724387,5.470266,4.7441416,3.7599804,4.526616,4.8516865,4.7434783,5.0372515,5.506317,4.6655517,5.0145907
"ZFAND2B",7.339146,6.4053645,5.945595,6.850552,6.878317,5.6251,6.7508764,7.1264815,6.5009537,6.569057,6.3859506,6.100956,7.2002616,5.5066533,4.8906984,5.8617516,5.01238,5.6993403,5.413049,6.1381116,3.6758215
"SBF2",5.6797915,5.9733496,6.0499635,6.522299,3.146263,5.589254,6.460467,6.2167296,5.543601,6.0468616,6.4541407,6.213782,6.2637305,6.370094,6.3357987,6.140754,6.4193816,6.1567764,6.337285,5.726593,5.790246
"EYA3",8.170651,7.150773,7.0840907,8.1669235,8.055133,7.5924516,8.0519905,7.986926,7.6633534,7.9248104,8.183819,8.062978,8.356727,7.3053365,7.408041,7.836913,7.7115574,7.5269384,7.439131,7.074271,7.5274954
"TTC9C",7.8152437,6.709912,6.330318,7.4987183,7.444529,6.8916745,6.8639555,6.7945824,5.6096926,6.019294,7.398797,7.2847023,7.392307,6.2591763,6.4302144,6.696546,6.8156595,6.123487,6.911931,5.5844073,6.2661324
"GLTP",9.023126,8.659874,8.358461,7.9332623,8.303006,7.779217,8.680864,8.531084,8.005295,8.538122,8.756476,8.030166,8.380749,8.070213,8.61789,8.298324,8.293233,8.130099,7.979932,8.307427,7.6525006
"SOCS4",7.955376,7.3490314,7.4111266,8.629294,7.7150736,8.076986,8.625124,8.627365,7.54046,7.266271,8.259501,7.946331,8.952207,6.3479795,6.7408605,7.0583034,6.0098796,6.63002,6.057986,7.1691656,5.334524
"WDR36",8.579167,7.3896217,7.934588,8.614505,9.8122425,8.33694,7.792786,9.231685,7.5425,7.4830885,8.610693,7.952125,9.100641,7.3417926,7.061483,7.514442,7.615967,7.1872425,7.139543,7.0795484,7.221619
"TUBE1",5.9612694,6.4840684,5.6669645,7.0728025,2.19815,6.8838325,5.9103236,6.0197597,5.39134,5.0603085,6.7685246,5.799036,6.9252324,5.5930376,6.534108,6.509258,5.8172636,5.3539925,6.176901,5.661712,5.5482693
"FMNL2",7.06393,6.622218,6.7552915,6.8871408,7.2578197,7.012331,6.6209126,6.5566974,6.296249,6.1364155,7.347856,7.3524494,6.3202934,6.7821064,6.857542,6.2022233,7.058179,6.553688,6.6972885,6.5360727,5.9993687
"CDS1",4.7139897,2.4853024,4.0586076,3.282291,2.0610018,3.5159388,0.07992385,4.044271,3.8021784,1.4367721,3.3248897,1.027107,1.7302026,3.6233037,1.9839287,1.1926035,3.6397052,4.1265063,3.2470396,1.4697262,1.8976367
"TMOD2",4.021618,2.3056068,4.300907,4.636018,1.7344614,3.8544676,3.407781,5.1374564,5.2554164,3.7629588,4.4681716,5.162967,4.142133,4.504077,4.1923714,4.6042705,2.0966117,5.160038,4.57312,4.4297085,3.051754
"LGALSL",7.450192,10.447116,8.673037,8.55664,9.1462555,7.5448995,8.257785,10.328338,8.036836,9.225231,8.227249,9.010554,9.815716,9.603795,10.660083,10.301753,9.359379,9.766608,10.358134,9.144017,9.442651
"MAP3K13",6.770601,7.413458,6.7279773,6.6350203,6.482435,7.23327,7.7230916,7.279571,6.3298597,6.137136,7.461288,7.077661,7.4353447,7.0453963,7.29447,6.7546115,6.7631288,6.321144,6.388443,7.5369916,6.2769356
"GSK3B",8.622555,8.121928,8.406654,8.866773,9.401635,8.822946,8.889487,8.794515,8.204444,8.075608,8.796912,8.200392,8.878161,8.421299,8.468116,8.437827,8.303856,8.079691,8.433889,7.9548235,8.048497
"AR",8.108796,7.874928,8.139433,8.127444,8.200545,7.698961,7.2451735,7.9949884,7.7497516,7.545199,7.8827252,7.3855515,8.020333,7.936931,7.646931,8.587206,8.473522,8.520568,8.114714,7.9346,7.59841
"CHAMP1",7.9846454,7.251653,7.415047,8.123807,7.73916,7.4928617,7.4094596,7.6871724,6.875943,7.1656713,8.088745,7.38312,7.3091297,7.093667,7.30609,7.281312,7.5720735,7.4362493,7.2898645,7.2774825,7.100468
"IFT43",7.063492,6.091977,6.5607967,6.900304,7.582314,6.1935577,6.6093006,6.7642336,5.8822303,5.83954,6.9891458,6.656523,7.6124954,6.390077,6.117154,6.6822753,5.9554744,6.2830296,5.8055463,6.233938,6.285401
"TOM1L2",8.357774,7.6444798,8.013098,8.311861,8.6393175,7.861617,8.058699,7.8990316,7.2765727,7.6798844,8.327187,7.570573,7.6283374,7.5317,7.929326,7.798093,7.861913,7.7425456,8.108183,7.529043,7.695905
"UPRT",7.615494,6.4760585,6.5154576,7.411949,7.0051966,6.944473,6.993647,6.9771643,6.2416286,6.060064,7.252873,6.591113,6.6754303,7.0772285,6.93234,7.0493755,6.504037,6.586193,6.6485143,6.622412,6.9305797
"VARS2",7.6248255,8.0677395,7.6523376,7.0430756,8.607715,7.0928154,8.239904,7.574446,7.110693,7.900367,8.447489,7.3078523,7.6732597,6.8448405,7.6652145,7.0536222,7.7010074,7.159408,7.752776,6.8002124,6.8469787
"MYO9A",7.8585224,7.3313313,7.2827654,7.7544684,7.3952875,7.1332784,7.466027,7.35202,6.421366,7.10075,8.036735,8.030579,7.282067,7.4538417,7.581495,7.144136,7.6027894,7.526787,7.2835245,7.4114704,7.1260343
"MAFK",9.55726,9.01866,8.700898,10.749447,8.916915,8.119442,9.171544,9.988334,8.947908,9.523498,9.721185,9.233744,9.879711,8.545105,8.480282,8.432601,8.371416,7.941165,8.293492,8.414814,7.9580684
"RILPL1",9.766131,9.796446,9.098634,9.527228,10.120706,8.586104,9.852946,9.490326,9.105074,9.815462,9.98332,8.873933,9.775682,9.534323,9.577686,9.759748,9.420808,9.442669,9.616445,8.781197,9.138877
"ZSWIM6",7.1782856,6.443959,6.5716705,7.4337845,7.6865907,6.831803,6.3771744,6.7447314,6.444001,5.7775307,7.138763,7.231277,8.430334,6.095988,5.727225,5.9781284,5.7139587,6.100387,5.9461455,6.346529,5.471523
"MEG3",4.7030816,4.1766744,6.3964634,4.6248074,5.7413454,5.2638035,4.377434,4.8018117,4.8699393,4.6985097,3.5099716,5.4332495,5.7683415,4.8784275,6.0467715,5.265398,4.6605406,5.7213016,6.5332675,5.457832,5.696957
"ERBB3",1.3229992,4.469577,6.074764,3.727994,7.89806,2.550363,3.858295,6.759152,3.377855,1.2552729,4.1056566,4.154366,6.849323,7.0244007,5.5140758,4.703215,5.540861,4.873049,5.607767,6.408415,6.5626097
"GDE1",8.728086,8.286819,8.764776,8.463289,7.801758,8.202446,9.210654,8.094147,7.9530234,8.626608,8.860448,7.8216166,7.770255,8.232678,8.848806,8.634587,8.318841,8.791316,8.937751,8.329919,7.930943
"KDM2B",7.0961637,7.2415543,6.7777157,7.2090764,6.226605,6.6842155,6.614969,6.8039675,6.8011603,7.035488,7.4516373,7.215305,6.4818645,7.113159,7.1200414,7.153631,7.2217827,6.9470925,7.3961983,6.6948876,6.625834
"SLC30A7",6.8108478,7.3742056,6.2048163,6.927323,7.0960617,6.9817095,6.9763103,6.752819,6.7847,5.9635653,7.3280087,7.017384,7.102535,6.156905,6.944106,6.106443,6.0984025,5.868787,6.483965,6.4965305,6.1540103
"ARHGAP30",4.146629,2.3115783,4.5891542,1.2203001,5.8315043,3.6467857,4.36932,4.803019,3.59288,4.053571,5.053893,4.631851,4.546772,4.9191074,4.462273,4.0613956,3.8599215,3.4838684,3.4928262,3.9225645,4.309737
"RIC1",8.278909,6.504111,6.4325624,7.762075,6.527708,8.004517,7.4508805,6.2676654,6.264298,6.1240444,7.6725087,6.592091,6.041986,6.399804,6.606837,6.535168,6.1080146,6.4525595,6.3707747,6.191818,6.2047043
"FOXK2",8.360846,7.6042027,7.526487,9.077518,8.207209,7.8665237,8.203817,7.65195,7.6279736,8.080146,8.059769,8.133784,8.209923,7.300331,7.637138,7.4131856,7.476901,7.7400866,7.4970555,7.1553187,7.504099
"MCC",6.462269,5.9900713,6.379384,5.9273605,4.923748,6.161081,5.576531,5.670313,5.4416065,5.7467985,6.5088286,6.1359096,6.52547,6.027583,6.0000963,7.1881413,6.461268,7.282347,6.482871,5.491762,5.64885
"ZFAS1",8.152908,8.3508005,8.902724,8.429306,9.54304,8.464726,9.010381,8.710561,7.898363,8.318661,9.274238,8.539448,9.290994,8.289721,8.340344,7.901331,8.508779,8.353215,8.071849,7.676537,8.23614
"AQP4",6.5738688,7.4592175,8.934155,4.1672583,0.9523336,6.3181605,5.807376,6.118661,6.315735,7.141269,7.4922137,6.711297,4.982727,10.33774,10.698666,11.407333,10.609302,10.634577,11.002681,10.055927,10.647617
